id_solotodo,categoria_solotodo,marca,modelo,nombre_completo,tipo,combustible,consumo_bruto,rendimiento_n,cop_calor,poder_calorifico_bruto,rango_calefaccion,precio_max_c_iva_clp,tienda_precio_max,url_tienda_precio_max,precio_oferta_tienda_max_clp,precio_min_c_iva_clp,tienda_precio_min,num_tiendas_activas,tiendas_detalle,costo_instalacion_c_iva,mantencion_c_iva,otros,url_solotodo
37959,Estufas,Amesti,Nordic 360,Amesti Nordic 360,Estufa a Leña Combustión Lenta,Leña,1000 g/hora,"0,650 (65%)",-,7300 Kcal/h,120 m2,449990,ABC,https://www.abc.cl/calefactor-a-lena-amesti-nordic-360-gris/27367615.html,449990,379990,Easy,4,"Easy: $379,990 | Hites: $429,990 | ABC: $449,990 | Falabella Marketplace (AMESTI): $399,900",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 419168 | Peso: 70.0 kg | Dimensiones: 410 x 660 x 470 mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/37959
41553,Estufas,Ursus Trotter,UT15-K,Ursus Trotter UT15-K,Estufa de Terraza,Gas Licuado (GLP),120 - 320 g/hora (estándar),"0,800 (80%)",-,13000 W,5 m2,449990,Hites,https://www.hites.com/calefactor-de-terraza-ursus-trotter-ut-15k-inox-15-kg-756491001.html,449990,449990,Hites,1,"Hites: $449,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 239974 | Peso: 70.0 kg | Dimensiones: N/A mm,https://www.solotodo.cl/products/41553
62373,Estufas,Toyotomi,GPH-1372,Toyotomi GPH-1372,Estufa de Terraza,Gas Licuado (GLP),120 - 320 g/hora (estándar),"0,800 (80%)",-,13000 W / 22358 Kcal/h / 11178 BTU/h,No especificado,449990,Tienda Toyotomi,https://toyotomi.cl/product/gas-patio-heater-piramidal-15-kg-gph-1372/,449990,449990,Tienda Toyotomi,1,"Tienda Toyotomi: $449,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Peso: 22.0 kg | Dimensiones: 495 x 2270 x 495 mm,https://www.solotodo.cl/products/62373
37951,Estufas,Amesti,Rondo 450,Amesti Rondo 450,Estufa a Leña Combustión Lenta,Leña,1000 g/hora,"0,650 (65%)",-,7500 Kcal/h,120 m2,449990,Hites,https://www.hites.com/estufa-a-lena-amesti-rondo-450-815500001.html,449990,449990,Hites,1,"Hites: $449,990",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 483901 | Dimensiones: 500 x 770 x 430 mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/37951
77061,Estufas,Fensa,FHK-1050 ECO,Fensa FHK-1050 ECO,Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,"0,15 - 0,35 lt/hora (estándar)","0,800 (80%)",-,5200 W,30 m2 / 73 m3,449990,Lider Marketplace (ELECTROLUX DE CHILE S.A.),https://www.lider.cl/ip/calefaccion/estufa-fan-heater-fhk-1050-eco/00780731181741,449990,449990,Lider Marketplace (ELECTROLUX DE CHILE S.A.),1,"Lider Marketplace (ELECTROLUX DE CHILE S.A.): $449,990",$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 317358 | Peso: 12.1 kg | Dimensiones: 425 x 445 x 310 mm | Capacidad Estanque/Tolva: 9.0 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/77061
37824,Estufas,Amesti,Scantek 360,Amesti Scantek 360,Estufa a Leña Combustión Lenta,Leña,1000 g/hora,"0,650 (65%)",-,7300 Kcal/h,120 m2,439990,ABC,https://www.abc.cl/calefactor-a-lena-amesti-scantek-360-gris/27367623.html,439990,369990,Easy,5,"Hites: $419,990 | Easy: $369,990 | Falabella Marketplace (AMESTI): $389,900 | Travel Tienda: $410,990 | ABC: $439,990",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 420402 | Peso: 65.5 kg | Dimensiones: 410 x 670 x 480 mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/37824
272018,Estufas,Amesti,Firelog 380,Amesti Firelog 380,Estufa a Leña Combustión Lenta,Leña,11.0 kW térmico,0.720 (72%),-,10500 W / 11.0 kW,No especificado,437990,Travel Tienda,https://tienda.travel.cl/le%C3%B1a/estufa-a-le%C3%B1a-amesti-firelog-380/SKU131584,437990,399990,Sodimac,4,"Easy: $399,990 | Sodimac: $399,990 | Travel Tienda: $437,990 | Falabella Marketplace (AMESTI): $419,900",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 541277 | Dimensiones: N/A mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/272018
44780,Estufas,Sumoheat,FH-1050,Sumoheat FH-1050,Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,490 ml/hora,"0,800 (80%)",-,5000 W / 4299 Kcal/h / 17000 BTU/h,120 m2 / 240 m3,427990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/estufa-parafina-laser-sumoheat-fh-1050-gris-oscuro/SKU78326,427990,427990,Travel Tienda,1,"Travel Tienda: $427,990",$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 9680 | Peso: 13.0 kg | Dimensiones: 455 x 500 x 300 mm | Capacidad Estanque/Tolva: 7.1 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/44780
78804,Estufas,Fensa,FHK 950 Eco,Fensa FHK 950 Eco,Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,"0,15 - 0,35 lt/hora (estándar)","0,800 (80%)",-,3000 W / 2580 Kcal/h / 10236 BTU/h,No especificado,419990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/estufa-fensa-parafina-fhk-950-eco/SKU141553,419990,419990,Travel Tienda,1,"Travel Tienda: $419,990",$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 317360 | Peso: 8.0 kg | Dimensiones: 330 x 430 x 240 mm | Capacidad Estanque/Tolva: 5.0 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/78804
38043,Estufas,Toyotomi,LC-29,Toyotomi LC-29,Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,295 ml/hora,"0,800 (80%)",-,2610 Kcal/h / 10400 BTU/h,60 m2,419990,Falabella,https://www.falabella.com/falabella-cl/product/3925415/Estufa-Parafina-Laser-3-kW-LC-29-Toyotomi/3925415,419990,419990,Tienda Toyotomi,2,"Falabella: $419,990 | Tienda Toyotomi: $419,990",$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 9900000002348 | Peso: 8.0 kg | Dimensiones: 376 x 438 x 296 mm | Capacidad Estanque/Tolva: 5.4 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/38043
273137,Estufas,Nouva,LT-600,Nouva LT-600,Estufa a Leña Combustión Lenta,Leña,"1,5 - 3,0 kg/hora (estándar)","0,650 (65%)",-,12 W,240 m2,399990,Sodimac,https://www.sodimac.cl/sodimac-cl/articulo/142892720/product/142892721,399990,399990,Sodimac,1,"Sodimac: $399,990",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 549598 | Dimensiones: N/A mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/273137
37825,Estufas,Amesti,Nordic 350,Amesti Nordic 350,Estufa a Leña Combustión Lenta,Leña,1000 g/hora,"0,650 (65%)",-,6000 Kcal/h,116 m2,389990,ABC,https://www.abc.cl/calefactor-a-lena-amesti-nordic-350-gris/27367704.html,389990,329990,Easy,6,"Easy: $329,990 | Falabella Marketplace (AMESTI): $349,900 | Travel Tienda: $369,990 | Hites: $379,990 | ABC: $389,990 (+1 más)",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 381725 | Dimensiones: 380 x 600 x 470 mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/37825
81703,Estufas,Corona,FH-3016 (Café),Corona FH-3016 (Café),Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,310 ml/hora,"0,800 (80%)",-,11000 BTU/h,80 m2 / 160 m3,389990,Easy,https://www.easy.cl/estufa-a-parafina-11000-btu-fh-3016-cafe-corona-1281539/p,389990,359990,Travel Tienda,2,"Easy: $389,990 | Travel Tienda: $359,990",$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 9900000002620 | Peso: 11.5 kg | Dimensiones: 350 x 430 x 320 mm | Capacidad Estanque/Tolva: 5.0 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/81703
78709,Estufas,Thomas,TH-FP100,Thomas TH-FP100,Chimenea Eléctrica Decorativa,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,No especificado,379990,Falabella Marketplace (Thomas/Siegen),https://www.falabella.com/falabella-cl/product/110725951/Chimenea-Electrica-Thomas-TH-FP100/110725952,379990,274990,Easy,3,"Easy: $274,990 | Falabella Marketplace (Thomas/Siegen): $379,990 | Mercado Libre (COMERCIALIZADORALOSROBLESLT): $379,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 336870 | Peso: 20.5 kg | Dimensiones: 735 x 566 x 275 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/78709
37952,Estufas,Amesti,Scantek 350,Amesti Scantek 350,Estufa a Leña Combustión Lenta,Leña,1000 g/hora,"0,650 (65%)",-,6000 Kcal/h,116 m2,379990,ABC,https://www.abc.cl/calefactor-a-lena-amesti-scantek-350-gris/27367658.html,379990,319990,Easy,5,"Hites: $369,990 | Sodimac: $319,990 | ABC: $379,990 | Easy: $319,990 | Falabella Marketplace (Mimbral): $345,990",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 484004 | Peso: 67.0 kg | Dimensiones: 380 x 630 x 480 mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/37952
38574,Estufas,Toyotomi,DC-100,Toyotomi DC-100,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,500 ml/hora,"0,800 (80%)",-,4430 Kcal/h / 17500 BTU/h,120 m2,379990,Falabella,"https://www.falabella.com/falabella-cl/product/2374437/Estufa-a-Parafina-Mecha-2,3-kW-DC-100-IMP-Toyotomi/2374437",379990,379990,Tienda Toyotomi,2,"Falabella: $379,990 | Tienda Toyotomi: $379,990",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 9900000002356 | Dimensiones: N/A mm | Capacidad Estanque/Tolva: 7.5 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/38574
255840,Estufas,Alcazar,Patagonia 350 (Gris Grafito) (PTEX5),Alcazar Patagonia 350 (Gris Grafito) (PTEX5),Estufa a Leña Combustión Lenta,Leña,6.0 kW térmico,0.710 (71%),-,5500 W / 4729 Kcal/h / 6.0 kW,100 m2,359990,Travel Tienda,https://tienda.travel.cl/alcazar/estufa-a-le%C3%B1a-alcazar-patagonia-350/SKU105188,359990,269990,Sodimac,4,"Travel Tienda: $359,990 | Easy: $269,990 | Sodimac: $269,990 | Falabella Marketplace (ALCAZAR): $309,990",$ 120.000 (Kit cañones / sellado techumbre),$ 30.000 / año (Deshollinado),Certificación SEC QR: 501989 | Peso: 61.6 kg | Dimensiones: 310 x 756 x 505 mm | Flete volumen pesado a zonas extremas (+15-25% H/I). Requiere leña seca (<25% hum) o pellet certificado.,https://www.solotodo.cl/products/255840
38160,Estufas,Toyotomi,LC-28 Classic,Toyotomi LC-28 Classic,Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,295 ml/hora,"0,800 (80%)",-,2610 Kcal/h / 10400 BTU/h,60 m2,359990,Precio referencia SoloTodo,,359990,359990,Precio referencia SoloTodo,0,,$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 9900000002366 | Peso: 8.0 kg | Dimensiones: 396 x 428 x 377 mm | Capacidad Estanque/Tolva: 5.4 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/38160
104630,Estufas,Mademsa,MFHK 540 Plus,Mademsa MFHK 540 Plus,Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,"0,15 - 0,35 lt/hora (estándar)","0,800 (80%)",-,2300 W,45 m2,359990,Ripley,https://simple.ripley.cl/estufa-mademsa-parafina-laser-35-lt-fan-heater-mfhk-540-plus-2000382997576p,359990,359990,Ripley,1,"Ripley: $359,990",$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 345620 | Peso: 7.2 kg | Dimensiones: 280 x 393 x 255 mm | Capacidad Estanque/Tolva: 5.0 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/104630
43822,Estufas,Mademsa,MFHK 540,Mademsa MFHK 540,Estufa Kerosene Láser (Electrónica),Kerosene / Parafina,"0,15 - 0,35 lt/hora (estándar)","0,800 (80%)",-,2300 W / 1978 Kcal/h / 7848 BTU/h,40 m2,349990,Ripley,https://simple.ripley.cl/estufa-mademsa-fan-heater-mfhk-540-2000320061819p,329990,349990,Ripley,1,"Ripley: $349,990",$ 0 (Portátil),$ 35.000 / año (Limpieza sensores),Certificación SEC QR: 15622 | Peso: 7.2 kg | Dimensiones: 280 x 393 x 255 mm | Capacidad Estanque/Tolva: 3.5 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/43822
38064,Estufas,Toyotomi,Omni 230,Toyotomi Omni 230,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,659 ml/hora,"0,800 (80%)",-,6770 W / 23000 BTU/h,140 m2,329990,Falabella,https://www.falabella.com/falabella-cl/product/2374438/Estufa-a-kerosene-mecha-Omni-230/2374438,329990,329990,Tienda Toyotomi,2,"Falabella: $329,990 | Tienda Toyotomi: $329,990",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 9900000002374 | Peso: 10.7 kg | Dimensiones: 440 x 583 x 440 mm | Capacidad Estanque/Tolva: 7.5 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/38064
79385,Estufas,BetterLife,CF1500UV-WT (BLIR1500UVWTW),BetterLife CF1500UV-WT (BLIR1500UVWTW),Calefactor Eléctrico Infrarrojo,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W / 1290 Kcal/h / 5118 BTU/h,70 m2,318990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/estufa-infrarroja-betterlife-madera-uv-wi-fi-smarthome-70-m-/SKU101989,318990,318990,Travel Tienda,1,"Travel Tienda: $318,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 230168 | Peso: 13.8 kg | Dimensiones: 450 x 460 x 430 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/79385
158746,Estufas,QRubber,EST134VID,QRubber EST134VID,Estufa de Patio,Gas Licuado (GLP),800 g/hora,"0,800 (80%)",-,11000 W,No especificado,305990,Falabella Marketplace (Qrubber),https://www.falabella.com/falabella-cl/product/119500550/Estufa-Exterior-Tipo-Piramide-11-a-15kg-Qrubber/119500555,305990,305990,Falabella Marketplace (Qrubber),1,"Falabella Marketplace (Qrubber): $305,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 443553 | Peso: 31.0 kg | Dimensiones: 500 x 2210 x 500 mm,https://www.solotodo.cl/products/158746
270327,Estufas,Toyotomi,GPH-1388,Toyotomi GPH-1388,Estufa de Patio,Gas Licuado (GLP),945 g/hora,"0,800 (80%)",-,13000 W / 11180 Kcal/h / 44372 BTU/h,25 m2,299990,Tienda Toyotomi,https://toyotomi.cl/product/gas-patio-heater-ratan-11-kg-gph-1388/,299990,299990,Tienda Toyotomi,1,"Tienda Toyotomi: $299,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 537765 | Peso: 24.0 kg | Dimensiones: 813 x 2222 x 813 mm,https://www.solotodo.cl/products/270327
210784,Estufas,Atlantic,F120 1000W,Atlantic F120 1000W,Convector Eléctrico,Electricidad,1.00 kWh/hora (1000 W),"1,0 (100%)",-,1000 W / 860 Kcal/h,25 m2,279990,Mercado Libre (BOSCACHILE),https://www.mercadolibre.cl/p/MLC68653867?pdp_filters=official_store:all,279990,129990,Mercado Libre (Bosca),4,"Easy: $129,990 | Travel Tienda: $133,990 | Mercado Libre (BOSCACHILE): $279,990 | Mercado Libre (Bosca): $129,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 303992 | Peso: 0.4 kg | Dimensiones: 465 x 461 x 92 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/210784
38505,Estufas,Mademsa,Potenza,Mademsa Potenza,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,550 ml/hora,"0,800 (80%)",-,6200 W / 5330 Kcal/h,300 m3,279990,ABC,https://www.abc.cl/estufa-a-parafina-mademsa-potenza-72-l/27407307.html,279990,179990,Paris,5,"Ripley: $269,990 | Paris: $179,990 | Easy: $269,990 | ABC: $279,990 | Travel Tienda: $269,990",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 9900000003213 | Peso: 10.8 kg | Dimensiones: 450 x 680 x 450 mm | Capacidad Estanque/Tolva: 7.2 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/38505
45263,Estufas,BetterLife,BL2000W / BLIR2000W,BetterLife BL2000W / BLIR2000W,Calefactor Eléctrico Infrarrojo,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,80 m2,279990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/estufa-infrarroja-betterlife-wi-fi-smarthome-80-m-/SKU101981,257990,269990,Falabella Marketplace (OXIMIXO),2,"Falabella Marketplace (OXIMIXO): $269,990 | Travel Tienda: $279,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 263548 | Peso: 6.0 kg | Dimensiones: 300 x 760 x 330 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/45263
141574,Estufas,Toyotomi,SW-2084BT,Toyotomi SW-2084BT,Estufa Colgante,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W / 1720 Kcal/h / 6824 BTU/h,15 m2,279990,Tienda Toyotomi,https://toyotomi.cl/product/patio-heater-electrico-2-kw-bluetooth-sw-2084bt/,279990,279990,Tienda Toyotomi,1,"Tienda Toyotomi: $279,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Peso: 7.0 kg | Dimensiones: 656 x 140 x 110 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/141574
280374,Estufas,Klyma,Tub Black (KYPH9974),Klyma Tub Black (KYPH9974),Estufa Gas Radiante Infrarroja,Gas Licuado (GLP),800 g/hora,"0,800 (80%)",-,-,25 m2,276990,Travel Tienda,https://tienda.travel.cl/estufas-de-exterior/estufa-a-gas-klyma-exterior-tub-black/SKU121245,276990,276990,Travel Tienda,1,"Travel Tienda: $276,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Peso: 15.0 kg | Dimensiones: 460 x 1830 x 460 mm,https://www.solotodo.cl/products/280374
245521,Estufas,Klyma,Setax Rattan (KYPH8847),Klyma Setax Rattan (KYPH8847),Estufa de Terraza,Gas Licuado (GLP),946 g/hora,"0,800 (80%)",-,13000 W / 44000 BTU/h,70 m2,266990,Travel Tienda,https://tienda.travel.cl/calefacci%C3%B3n/estufa-a-gas-klyma-exterior-terraza-setax-rattan/SKU103592,266990,266990,Travel Tienda,1,"Travel Tienda: $266,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Peso: 16.5 kg | Dimensiones: 465 x 2210 x 950 mm,https://www.solotodo.cl/products/245521
141435,Estufas,Bosca,Thelios 1500 WiFi,Bosca Thelios 1500 WiFi,Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,25 m2,259990,Mercado Libre (Bosca),https://www.mercadolibre.cl/up/MLCU3173061447?pdp_filters=official_store%3Aall,259990,129990,Mercado Libre (Bosca),3,"Travel Tienda: $134,990 | Mercado Libre (Bosca): $259,990 | Mercado Libre (Bosca): $129,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 402170 | Peso: 4.5 kg | Dimensiones: 595 x 400 x 90 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/141435
44236,Estufas,Combi,M2,Combi M2,Estufa de Patio,Gas Licuado (GLP),853 g/hora,"0,800 (80%)",-,12000 W / 10318 Kcal/h / 40970 BTU/h,No especificado,259990,Paris,https://www.paris.cl/estufas-de-exterior-combi-heater-m2-153562999.html,249990,259990,Paris,1,"Paris: $259,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 298530 | Dimensiones: N/A mm,https://www.solotodo.cl/products/44236
38577,Estufas,Toyotomi,RB-25,Toyotomi RB-25,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,243 ml/hora,"0,800 (80%)",-,2150 Kcal/h / 8500 BTU/h,60 m2,259990,Falabella,"https://www.falabella.com/falabella-cl/product/2607863/Estufa-Parafina-Mecha-2,5-kW-RB-25-Toyotomi/2607863",259990,249990,Tienda Toyotomi,2,"Tienda Toyotomi: $249,990 | Falabella: $259,990",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 9900000002345 | Peso: 6.2 kg | Dimensiones: 388 x 475 x 388 mm | Capacidad Estanque/Tolva: 6.0 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/38577
397980,Estufas,Bosca,NDK-15DW (Pack de 2),Bosca NDK-15DW (Pack de 2),Convector Eléctrico,Electricidad,1.50 kWh/hora (1500 W),"1,0 (100%)",-,1500 W,No especificado,259980,Easy,https://www.easy.cl/calefactor-pack-ndk-15dw-5115-btu-2-un-1525375/p,259980,259980,Easy,1,"Easy: $259,980",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 402170 | Peso: 4.5 kg | Dimensiones: 595 x 400 x 90 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/397980
52112,Estufas,Tenki,TN-2235,Tenki TN-2235,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,"0,15 - 0,35 lt/hora (estándar)","0,800 (80%)",-,6740 W / 23000 BTU/h,140 m2,249990,Falabella,"https://www.falabella.com/falabella-cl/product/15437526/Estufa-Parafina-Mecha-6,7-kW-TN-2235-Tenki/15437526",249990,249990,Falabella,1,"Falabella: $249,990",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 362260 | Dimensiones: 460 x 647 x 460 mm | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/52112
38576,Estufas,Toyotomi,ML-25,Toyotomi ML-25,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,243 ml/hora,"0,800 (80%)",-,2150 Kcal/h / 8500 BTU/h,60 m2,249990,Tienda Toyotomi,https://toyotomi.cl/product/estufa-mecha-25-kw-ml-25/,249990,249990,Tienda Toyotomi,1,"Tienda Toyotomi: $249,990",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 9900000002363 | Peso: 6.2 kg | Dimensiones: 388 x 475 x 388 mm | Capacidad Estanque/Tolva: 6.0 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/38576
106554,Estufas,Kendal,KPM-23 Blanco,Kendal KPM-23 Blanco,Estufa Kerosene Mecha (Cámara Conv/Rad),Kerosene / Parafina,"0,15 - 0,35 lt/hora (estándar)","0,800 (80%)",-,6780 W / 5830 Kcal/h / 23000 BTU/h,120 m2,239990,ABC,https://www.abc.cl/estufa-a-parafina-kendal-kpm-23-72-l/24018890.html,239990,209990,Paris,3,"Paris: $209,990 | Travel Tienda: $223,990 | ABC: $239,990",$ 0 (Portátil),$ 25.000 / 2 años (Cambio mecha),Certificación SEC QR: 356318 | Peso: 10.8 kg | Dimensiones: 480 x 680 x 480 mm | Capacidad Estanque/Tolva: 7.2 L/kg | En Zona H (>1500 msnm) requiere modelo de alta altitud por baja presión de O2.,https://www.solotodo.cl/products/106554
273611,Estufas,Kendal,Infrarroja Golden Tube Blanca,Kendal Infrarroja Golden Tube Blanca,Calefactor Eléctrico Infrarrojo,Electricidad,2.00 kWh/hora (2000 W),"1,0 (100%)",-,2000 W,65 m2,230990,Falabella Marketplace (Construplaza),https://www.falabella.com/falabella-cl/product/144511887/ESTUFA-INFRAROJA-GOLDEN-KENDAL-BLANCA-KH-950/144511888,230990,209990,Easy,3,"Falabella: $209,990 | Easy: $209,990 | Falabella Marketplace (Construplaza): $230,990",$ 0 (Enchufable 220V),$ 0 (Sin mantención periódica),Certificación SEC QR: 552207 | Peso: 6.2 kg | Dimensiones: 254 x 276 x 254 mm | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/273611
241305,Estufas,Ursus Trotter,UT HEATPRO 18 WIFI,Ursus Trotter UT HEATPRO 18 WIFI,Estufa de Terraza,Gas Licuado (GLP),120 - 320 g/hora (estándar),"0,800 (80%)",-,1800 W,18 m2,229990,Hites,https://www.hites.com/calefactor-terraza-ursus-trotter-ut-heatpro-18-wifi-938066001.html,229990,137990,Travel Tienda,5,"Hites: $229,990 | Easy: $149,990 | Falabella: $149,990 | ABC: $139,990 | Travel Tienda: $137,990",$ 0 (Portátil),$ 20.000 / 2 años (Regulador y flexible),Certificación SEC QR: 509133 | Peso: 5.0 kg | Dimensiones: 1240 x 150 x 67 mm,https://www.solotodo.cl/products/241305
