id_solotodo,categoria_solotodo,marca,modelo,nombre_completo,tipo,combustible,consumo_bruto,rendimiento_n,cop_calor,poder_calorifico_bruto,rango_calefaccion,precio_max_c_iva_clp,tienda_precio_max,url_tienda_precio_max,precio_oferta_tienda_max_clp,precio_min_c_iva_clp,tienda_precio_min,num_tiendas_activas,tiendas_detalle,costo_instalacion_c_iva,mantencion_c_iva,otros,url_solotodo
277744,Aire Acondicionado Split,Samsung,AR50F12C1FH/ZS,Samsung AR50F12C1FH/ZS,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.00 (Inverter Modo Calor),12000 BTU/h,No especificado,613990,Falabella Marketplace (Emma House),https://www.falabella.com/falabella-cl/product/148212868/aire-acondicionado-split-samsung-12000-btu/151299647,613990,499990,AirHome,3,"AirHome: $499,990 | AirHome: $547,990 | Falabella Marketplace (Emma House): $613,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 539353 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/277744
229429,Aire Acondicionado Split,Electrolux,EAIX18G5MABXW / EAIE18G5MABXW,Electrolux EAIX18G5MABXW / EAIE18G5MABXW,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,49.5 kWh/mes (Norma SEC),-,3.41 (Clase A),18000 BTU/h / 5720 W (Calefacción),No especificado,607990,Travel Tienda,https://tienda.travel.cl/split/aire-acondicionado-electrolux-inverter-18000-btu/SKU97837,607990,449990,Lider Marketplace (ELECTROLUX DE CHILE S.A.),6,"Travel Tienda: $607,990 | Paris Marketplace (Electrolux): $454,990 | Falabella Marketplace (Electrolux Group): $529,990 | Lider Marketplace (ELECTROLUX DE CHILE S.A.): $449,990 | Lider Marketplace (ELECTROLUX DE CHILE S.A.): $519,990 (+1 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 485664 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/229429
87651,Aire Acondicionado Split,LG,VM122C9,LG VM122C9,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.21 (Clase No Aplica),12000 BTU/h,No especificado,606419,Omnisport (USD conv),https://www.omnisport.com/productos/aire-acondicionado-inverter-vm122c9-12000-btu-wifi,606419,428885,Artefacta (USD conv),3,"Omnisport (USD conv): $606,419 | Artefacta (USD conv): $428,885 | Electrónica Panamericana (GTQ conv): $587,698",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/87651
262942,Aire Acondicionado Split,Kendal,R2-ASM-18MDS,Kendal R2-ASM-18MDS,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 18000 BTU/h,-,3.21 (Clase A Inverter),18000 BTU/h / 5500 W (Calefacción),No especificado,599990,Easy,https://www.easy.cl/aire-acondicionado-split-r2-asm-18-12a-18000-btu-frio-y-calor-wifi-1446198/p,599990,429990,Portal del Aire,5,"Travel Tienda: $529,990 | Easy: $599,990 | Sodimac: $599,990 | Thermo Quality: $565,990 | Portal del Aire: $429,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 523839 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/262942
148938,Aire Acondicionado Split,Samsung,AR09BSEAMWK,Samsung AR09BSEAMWK,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 9000 BTU/h,-,3.21 (Clase No ingresado),9000 BTU/h / 3190 W (Calefacción),No especificado,599990,Falabella Marketplace (MIAIRECHILE),https://www.falabella.com/falabella-cl/product/131736248/Aire-Acondicionado-Samsung-9.000-BTU-Wind-Free-Wifi/131736249,599990,574990,Falabella Marketplace (Emma House),2,"Falabella Marketplace (MIAIRECHILE): $599,990 | Falabella Marketplace (Emma House): $574,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),"Certificación SEC QR: 437318,411408 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.",https://www.solotodo.cl/products/148938
229430,Aire Acondicionado Split,Electrolux,EAIX12G5MABXW / EAIE12G5MABXW,Electrolux EAIX12G5MABXW / EAIE12G5MABXW,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,32.6 kWh/mes (Norma SEC),-,3.38 (Clase A),12000 BTU/h / 3940 W (Calefacción),No especificado,599990,ABC,https://www.abc.cl/aire-acondicionado-split-inverter-electrolux-eaix12-12000-btu/27407285.html,599990,329990,Lider Marketplace (ELECTROLUX DE CHILE S.A.),5,"Travel Tienda: $443,990 | ABC: $599,990 | Paris Marketplace (Electrolux): $359,990 | Lider Marketplace (ELECTROLUX DE CHILE S.A.): $329,990 | Mercado Libre (ELECTROLUXCL): $459,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 485663 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/229430
222456,Aire Acondicionado Split,Midea,Xtreme Heat MFA2U-14HRFNX / MOX230-14HFN8,Midea Xtreme Heat MFA2U-14HRFNX / MOX230-14HFN8,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,38.1 kWh/mes (Norma SEC),-,3.23 (Clase A),14000 BTU/h / 4396 W (Calefacción),No especificado,599990,Mercado Libre (MIDEA CARRIER),https://www.mercadolibre.cl/p/MLC42261245?pdp_filters=official_store:all,599990,599990,Mercado Libre (MIDEA CARRIER),1,"Mercado Libre (MIDEA CARRIER): $599,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 458814 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/222456
397957,Aire Acondicionado Split,Midea,MSEZA-12HRFN8 / MOX101-12HFN8,Midea MSEZA-12HRFN8 / MOX101-12HFN8,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.00 (Inverter Modo Calor),12000 BTU/h,No especificado,599990,Paris Marketplace (Midea),https://www.paris.cl/aire-acondicionado-split-inverter-ecomaster-12000-btu-MK2WIX0R0R.html,599990,338990,Cero Grado,3,"Cero Grado: $338,990 | Moreto: $352,121 | Paris Marketplace (Midea): $599,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 566201 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397957
53126,Aire Acondicionado Split,TCL,TAC-24CHSA/TPH11 INV,TCL TAC-24CHSA/TPH11 INV,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,65.7 kWh/mes (Norma SEC),-,3.21 (Clase A),24000 BTU/h / 7030 W (Calefacción),No especificado,599900,Mercado Libre (MTCLIMA_SPA),https://www.mercadolibre.cl/p/MLC62634070?pdp_filters=official_store:all,599900,499990,Paris Marketplace (TCL),7,"Falabella Marketplace (TCL): $549,990 | Paris Marketplace (TCL): $499,990 | Ripley Marketplace (TCL): $529,990 | Lider Marketplace (TCL): $529,990 | Mercado Libre (MTCLIMA_SPA): $599,900 (+2 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 517521 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/53126
174681,Aire Acondicionado Split,LG,VR122HW,LG VR122HW,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.21,12000 BTU/h,No especificado,596990,Cero Grado,https://cerogradoclimatizacion.cl/producto/lg-artcool-12-000-btu/,596990,459990,Portal del Aire,9,"Tienda Oficial LG: $489,990 | Portal del Aire: $459,990 | Sodimac: $479,990 | Easy: $469,990 | Falabella: $489,990 (+4 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 513728 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/174681
227873,Aire Acondicionado Split,Hisense,AS-22UW4SBTCH,Hisense AS-22UW4SBTCH,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,59.85 kWh/mes (Norma SEC),-,3.21 (Clase A),22000 BTU/h / 6400 W (Calefacción),No especificado,589990,Enel X,https://www.enelxstore.com/cl/es/e-shop/aire-acondicionado/split-muro/aire-acondicionado-hisense-inverter-hivida-22-000-btu,589990,589990,Enel X,1,"Enel X: $589,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 465669 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/227873
171004,Aire Acondicionado Split,LG,VM182H9,LG VM182H9,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 18000 BTU/h,-,3.00 (Inverter Modo Calor),18000 BTU/h,No especificado,580000,DeAires,https://deaires.cl/producto/aire-acondicionado-18000btu-lg/,580000,469990,Portal del Aire,4,"Portal del Aire: $469,990 | DeAires: $580,000 | Lyon Center: $499,990 | Cero Grado: $528,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 472950 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/171004
357213,Aire Acondicionado Split,Anwo,GES24ECOFLOW-R32 (GES24EF-INV-INT-R32  / GES24EF-INV-DOO-R32),Anwo GES24ECOFLOW-R32 (GES24EF-INV-INT-R32 / GES24EF-INV-DOO-R32),Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,60.27 kWh/mes (Norma SEC),-,3.21 (Clase A),24000 BTU/h / 7034 W (Calefacción),No especificado,569990,Falabella Marketplace (Anwo),https://www.falabella.com/falabella-cl/product/147417699/Aire-Acondicionado-Split-Muro-INVERTER-ANWO-ECOFLOW-24.000-BTU-con-Wifi/147417700,569990,569990,Easy,2,"Falabella Marketplace (Anwo): $569,990 | Easy: $569,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 533880 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/357213
128617,Aire Acondicionado Split,Airolite,AASMI 12 ATI R32,Airolite AASMI 12 ATI R32,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,32.88 kWh/mes (Norma SEC),-,3.21 (Clase A),12000 BTU/h / 3520 W (Calefacción),No especificado,569990,Sodimac,https://www.sodimac.cl/sodimac-cl/articulo/142237352/product/142237353,569990,569990,Sodimac,1,"Sodimac: $569,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 518141 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/128617
397518,Aire Acondicionado Split,Hisense,AS-22UW4RLRKA,Hisense AS-22UW4RLRKA,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 22000 BTU/h,-,3.00 (Inverter Modo Calor),22000 BTU/h,No especificado,567987,Acondiparts,https://www.acondiparts.cl/product/split-muro-inverter-hi-vida-22-000-btu-h-r32-wifi-hisense,567987,567987,Acondiparts,1,"Acondiparts: $567,987",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397518
277538,Aire Acondicionado Split,Samsung,AR70F12C1DW/ZS,Samsung AR70F12C1DW/ZS,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.23 (Clase A),12000 BTU/h / 3520 W (Calefacción),No especificado,564990,Falabella Marketplace (Emma House),https://www.falabella.com/falabella-cl/product/154378344/aire-acondicionado-samsung-ar70f12c1dw-zs-12-000-btu/154378345,564990,499990,Portal del Aire,5,"Sodimac: $519,990 | Enel X: $529,990 | Portal del Aire: $499,990 | Moreto: $562,751 | Falabella Marketplace (Emma House): $564,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 539353 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/277538
80267,Aire Acondicionado Split,Samsung,AR12TSFZAWK/ZS,Samsung AR12TSFZAWK/ZS,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,31.8 kWh/mes (Norma SEC),-,3.32 (Clase A),12000 BTU/h / 3520 W (Calefacción),No especificado,564990,Falabella Marketplace (Emma House),https://www.falabella.com/falabella-cl/product/142616890/Aire-Acondicionado-Samsung-Inverter-Wi-Fi-12.000-BTU/146959959,564990,542990,Falabella,2,"Falabella: $542,990 | Falabella Marketplace (Emma House): $564,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 330262 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/80267
397488,Aire Acondicionado Split,Hisense,AS-22UR4RBTKA,Hisense AS-22UR4RBTKA,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 22200 BTU/h,-,3.00 (Inverter Modo Calor),22200 BTU/h,No especificado,563990,Moreto,https://www.moretoclima.cl/inicio/aire-acondicionado-hisense-22000-btu-hi-vida-inverter-expert-as-22ur4rbtka,563990,533990,AirHome,3,"Thermo Quality: $561,990 | AirHome: $533,990 | Moreto: $563,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397488
251956,Aire Acondicionado Split,Midea,MSAG11C-18HRDN8 / MOX230-18HFN8,Midea MSAG11C-18HRDN8 / MOX230-18HFN8,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 18000 BTU/h,-,3.00 (Inverter Modo Calor),18000 BTU/h,No especificado,559990,Easy,https://www.easy.cl/aire-acondicionado-split-inverter-xtra18k-18000-btu-friocalor-1435508/p,559990,459990,Moreto,3,"Easy: $559,990 | AirHome: $471,025 | Moreto: $459,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 498555 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/251956
104613,Aire Acondicionado Split,LG,VM122C8,LG VM122C8,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.24 (Clase No Aplica),12000 BTU/h,No especificado,558729,Siman Nicaragua (NIO conv),https://ni.siman.com/aire-acondicionado-12000-btu-104023758/p,558729,558729,Siman Nicaragua (NIO conv),1,"Siman Nicaragua (NIO conv): $558,729",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/104613
397974,Aire Acondicionado Split,DAIKIN,FTXS24AL215 / RXS24AL215,DAIKIN FTXS24AL215 / RXS24AL215,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 24000 BTU/h,-,3.00 (Inverter Modo Calor),24000 BTU/h,No especificado,555990,Cero Grado,https://cerogradoclimatizacion.cl/producto/daikin-serie-al-24-000-btu/,555990,555990,Cero Grado,1,"Cero Grado: $555,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397974
404275,Aire Acondicionado Split,Midea,ECOMASTER09K,Midea ECOMASTER09K,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 9000 BTU/h,-,3.21 (Clase A Inverter),9000 BTU/h / 2931 W (Calefacción),No especificado,549990,Falabella Marketplace (Midea),https://www.falabella.com/falabella-cl/product/156890893/aire-acondicionado-split-inverter-ecomaster-9000-btu/156890894,549990,519990,Mercado Libre (MIDEA CARRIER),3,"Falabella Marketplace (Midea): $549,990 | Mercado Libre (MIDEA CARRIER): $519,990 | Paris Marketplace (Midea): $549,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/404275
128625,Aire Acondicionado Split,Midea,MSAG11C-18HRDN1 / MOX330-18HDN1,Midea MSAG11C-18HRDN1 / MOX330-18HDN1,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,49.29 kWh/mes (Norma SEC),-,3.21 (Clase A),18000 BTU/h / 5275 W (Calefacción),No especificado,549990,Falabella Marketplace (MIAIRECHILE),https://www.falabella.com/falabella-cl/product/130368202/aire-acondicionado-midea-18-000-btu-inverter-wifi-ecomaster-ai/130368203,549990,549990,Falabella Marketplace (MIAIRECHILE),1,"Falabella Marketplace (MIAIRECHILE): $549,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),"Certificación SEC QR: 479707, 377669 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.",https://www.solotodo.cl/products/128625
